period_id,contest_id,contest_name,contest_type,entries,buyin,purse
2432,180464,NBA $300K Fadeaway [$100K to 1st],4,19607,18.0,300000.0
2432,180472,NBA $30K mini-MAX [150 Entry Max],4,71343,0.5,30000.0
2432,180481,NBA $2 Double Up,1,1149,2.0,2000.0
2432,180490,NBA $10K Pull Up Jumper [$2K to 1st] (Turbo),4,1176,10.0,10000.0
2432,180491,NBA $2.1K mini-MAX [150 Entry Max] (Turbo),4,5112,0.5,2150.0
2432,180495,NBA $120K Fadeaway [$30K to 1st] (Night),4,7843,18.0,120000.0
2432,180500,NBA $5K mini-MAX [150 Entry Max] (Night),4,11890,0.5,5000.0
2432,180539,NBA Showdown $30K Fadeaway [$10K to 1st] (DET @ BOS),4,2352,15.0,30000.0
2432,180540,NBA Showdown $2.1K mini-MAX [150 Entry Max] (DET @ BOS),4,5112,0.5,2150.0
2432,180543,NBA Showdown $4K Pull Up Jumper [$1K to 1st] (NYK @ CHA),4,470,10.0,4000.0
2432,180546,NBA Showdown $200 Dime Time [Just $0.10!] (NYK @ CHA),4,2378,0.1,200.0
2432,180547,NBA Showdown $8K Pull Up Jumper [$2K to 1st] (MIN @ OKC),4,941,10.0,8000.0
2432,180550,NBA Showdown $200 Dime Time [Just $0.10!] (MIN @ OKC),4,2378,0.1,200.0
2432,180551,NBA Showdown $6K Pull Up Jumper [$2K to 1st] (MEM @ NOP),4,705,10.0,6000.0
2432,180554,NBA Showdown $200 Dime Time [Just $0.10!] (MEM @ NOP),4,2378,0.1,200.0
2432,180555,NBA Showdown $70K Fadeaway [$20K to 1st] (HOU @ GSW),4,4575,18.0,70000.0
2432,180556,NBA Showdown $6K And-One (HOU @ GSW),4,7134,1.0,6000.0
